File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
Game.cpp, run, 49, 241, 66
Game.cpp, Parse, 11, 44, 24
JSON/single_include/nlohmann/json.hpp, create, 1, 7, 3
JSON/single_include/nlohmann/json.hpp, operator==, 0, 4, 3
JSON/single_include/nlohmann/json.hpp, operator!=, 0, 4, 3
JSON/single_include/nlohmann/json.hpp, key, 3, 20, 3
JSON/single_include/nlohmann/json.hpp, get_character, 1, 9, 3
JSON/single_include/nlohmann/json.hpp, get_character, 1, 12, 3
JSON/single_include/nlohmann/json.hpp, get_bson_cstr, 3, 18, 3
JSON/single_include/nlohmann/json.hpp, get_bson_string, 1, 10, 3
JSON/single_include/nlohmann/json.hpp, parse_bson_element_internal, 8, 50, 3
JSON/single_include/nlohmann/json.hpp, get_cbor_array, 6, 28, 6
JSON/single_include/nlohmann/json.hpp, get_cbor_object, 8, 40, 6
JSON/single_include/nlohmann/json.hpp, get_ubjson_value, 17, 78, 21
JSON/single_include/nlohmann/json.hpp, get_ignore_noop, 1, 9, 3
JSON/single_include/nlohmann/json.hpp, token_type_name, 17, 42, 90
JSON/single_include/nlohmann/json.hpp, exception_message, 3, 23, 6
JSON/single_include/nlohmann/json.hpp, is_begin, 0, 4, 3
JSON/single_include/nlohmann/json.hpp, is_end, 0, 4, 3
JSON/single_include/nlohmann/json.hpp, operator==, 3, 17, 9
JSON/single_include/nlohmann/json.hpp, contains, 7, 52, 3
JSON/single_include/nlohmann/json.hpp, write_cbor, 39, 212, 84
JSON/single_include/nlohmann/json.hpp, write_msgpack, 37, 190, 90
JSON/single_include/nlohmann/json.hpp, write_ubjson, 24, 134, 6
JSON/single_include/nlohmann/json.hpp, calc_bson_integer_size, 1, 6, 6
JSON/single_include/nlohmann/json.hpp, write_bson_integer, 1, 14, 6
JSON/single_include/nlohmann/json.hpp, calc_bson_unsigned_size, 1, 6, 3
JSON/single_include/nlohmann/json.hpp, write_bson_unsigned, 2, 20, 6
JSON/single_include/nlohmann/json.hpp, write_number_with_ubjson_prefix, 10, 50, 15
JSON/single_include/nlohmann/json.hpp, write_number_with_ubjson_prefix, 10, 51, 30
JSON/single_include/nlohmann/json.hpp, find_largest_pow10, 9, 53, 27
JSON/single_include/nlohmann/json.hpp, grisu2_round, 1, 16, 12
JSON/single_include/nlohmann/json.hpp, grisu2_digit_gen, 4, 57, 9
JSON/single_include/nlohmann/json.hpp, dump_float, 4, 35, 17
Menu.cpp, Up, 1, 8, 3
Menu.cpp, Down, 1, 8, 3
Observer/ObserverStartRace.cpp, update, 1, 10, 3
Scoreboard.cpp, drawBoard, 6, 40, 5
Scoreboard.cpp, setScoresCurrentGame, 4, 29, 5
roadfighter/AIRacer.cpp, update, 3, 17, 9
roadfighter/AIRacer.cpp, updateMovement, 16, 64, 38
roadfighter/Background.cpp, update, 4, 20, 6
roadfighter/Boss.cpp, update, 8, 35, 21
roadfighter/Bullet.cpp, update, 3, 14, 7
roadfighter/MovingCar.cpp, update, 11, 39, 25
roadfighter/PassingCar.cpp, update, 3, 14, 7
roadfighter/PlayerCar.cpp, move, 6, 16, 8
roadfighter/PlayerCar.cpp, UpdateMovement, 21, 64, 24
roadfighter/PlayerCar.cpp, update, 5, 25, 18
roadfighter/Rock.cpp, update, 3, 14, 7
roadfighter/World.cpp, draw, 7, 25, 12
roadfighter/World.cpp, update, 35, 109, 84
roadfighter/World.cpp, Collision, 38, 180, 83
roadfighter/World.cpp, calcDistance, 1, 7, 3
roadfighter/World.cpp, calcScore, 7, 30, 6
roadfighter/World.cpp, notify, 7, 23, 25
roadfighterSFML/Background.cpp, Background, 7, 39, 12
roadfighterSFML/Background.cpp, draw, 3, 27, 6
