Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
EvaluationContextProxy.isLinkActive( OLink olink );1;0;3
EvaluationContextProxy.getRootNode( );1;0;3
ASSIGN.run( );13;8;37
ASSIGN.copy( OAssign . Copy ocopy );30;18;96
ASSIGN.fetchVariableData( VariableInstance variable , boolean forWriting );3;0;10
EvaluationContextProxy.narrowTypes( );1;0;3
ASSIGN.replaceEndpointRefence( PartnerLinkInstance plval , Node rvalue );6;8;19
EvaluationContextProxy.EvaluationContextProxy( Variable var , Node varNode );1;0;5
EvaluationContextProxy.readMessageProperty( Variable variable , OProperty property );1;0;3
ASSIGN.getOAsssign( );1;0;3
ASSIGN.log( );1;0;3
ASSIGN.replaceContent( Node lvalue , Node lvaluePtr , String rvalue );13;6;43
ASSIGN.evalRValue( OAssign . RValue from );38;27;121
EvaluationContextProxy.getProcessId( );1;0;3
ASSIGN.replaceElement( Element lval , Element ptr , Element src , boolean keepSrcElement );9;9;30
ASSIGN.evalLValue( OAssign . LValue to );5;4;21
EvaluationContextProxy.evaluateQuery( Node root , OExpression expr );1;0;4
EvaluationContextProxy.getBaseResourceURI( );1;0;3
ASSIGN.evalQuery( Node data , OMessageVarType . Part part , OExpression expression , EvaluationContext ec );10;12;26
EvaluationContextProxy.readVariable( OScope . Variable variable , OMessageVarType . Part part );3;1;7
ASSIGN.copyInto( Element lval , Element ptr , Element src );1;0;4
EvaluationContextProxy.getPartData( Element message , Part part );1;0;3
ASSIGN.ASSIGN( ActivityInfo self , ScopeFrame scopeFrame , LinkFrame linkFrame );1;0;3
