File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_fsplit, 17, 48, 7
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_get_groups, 10, 40, 1
3rdparty/ittnotify/src/ittnotify/jitprofiling.c, iJIT_IsProfilingActive, 1, 8, 1
3rdparty/openjpeg/openjp2/bio.c, opj_bio_flush, 3, 12, 2
3rdparty/openjpeg/openjp2/bio.c, opj_bio_inalign, 2, 10, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_create, 3, 30, 2
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_read_function, 2, 9, 2
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_seek_function, 1, 9, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_write_function, 2, 9, 2
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_skip_function, 1, 9, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_user_data, 1, 10, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_user_data_length, 1, 9, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_write_data, 5, 34, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_write_skip, 5, 29, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_read_seek, 1, 15, 1
3rdparty/openjpeg/openjp2/cio.c, opj_stream_write_seek, 2, 17, 2
3rdparty/openjpeg/openjp2/function_list.c, opj_procedure_list_create, 2, 16, 2
3rdparty/openjpeg/openjp2/function_list.c, opj_procedure_list_destroy, 2, 10, 1
3rdparty/openjpeg/openjp2/function_list.c, opj_procedure_list_add_procedure, 2, 27, 1
3rdparty/openjpeg/openjp2/image.c, opj_image_create, 6, 42, 2
3rdparty/openjpeg/openjp2/image.c, opj_image_tile_create, 3, 30, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_check_poc_val, 11, 65, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_siz, 4, 72, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_com, 3, 46, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_cod, 5, 59, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_coc, 4, 37, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_qcd, 5, 48, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_qcc, 4, 37, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_poc, 4, 46, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_get_specific_header_sizes, 3, 31, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_tlm, 3, 45, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_sot, 37, 224, 9
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_sod, 11, 91, 3
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_sod, 13, 104, 3
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_eoc, 2, 19, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_update_rates, 20, 126, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_mct_data_group, 6, 34, 4
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_all_coc, 3, 18, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_all_qcc, 3, 18, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_regions, 3, 21, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_unk, 7, 48, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_mct_record, 3, 50, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_mcc_record, 8, 90, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_mcc, 31, 188, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_mco, 4, 50, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_add_mct, 11, 64, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_write_cbd, 4, 48, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_get_default_thread_count, 6, 23, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_create_compress, 6, 36, 6
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_set_imf_parameters, 18, 58, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_is_imf_compliant, 106, 407, 13
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_setup_encoder, 122, 559, 17
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_add_mhmarker, 2, 25, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_add_tlmarker, 4, 38, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_header, 7, 44, 7
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_setup_header_reading, 2, 15, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_setup_decoding_validation, 2, 15, 2
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_mct_validation, 4, 28, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_setup_mct_encoding, 15, 130, 6
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_header_procedure, 23, 135, 6
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_cp_destroy, 7, 40, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_need_nb_tile_parts_correction, 18, 76, 7
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_read_tile_header, 51, 235, 13
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_decode_tile, 14, 74, 4
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_update_image_data, 30, 156, 1
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_set_decode_area, 22, 127, 4
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_create_decompress, 8, 51, 8
3rdparty/openjpeg/openjp2/j2k.c, opj_j2k_create_cstr_index, 2, 18, 2
3rdparty/openjpeg/openjp2/j2k.c, j2k_dump_image_header, 3, 27, 94
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_check_color, 38, 116, 5
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_read_pclr, 16, 96, 4
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_read_cmap, 5, 46, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_read_cdef, 7, 56, 2
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_read_colr, 14, 104, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_decode, 15, 53, 6
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_write_jp2h, 13, 81, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_write_ftyp, 3, 38, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_write_jp2c, 3, 30, 2
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_setup_encoder, 31, 151, 7
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_end_decompress, 2, 16, 2
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_end_compress, 2, 16, 2
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_setup_end_header_writing, 6, 27, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_setup_end_header_reading, 1, 11, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_read_header_procedure, 20, 137, 4
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_start_compress, 4, 23, 4
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_read_header, 6, 34, 4
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_setup_encoding_validation, 1, 11, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_setup_header_writing, 6, 29, 5
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_setup_header_reading, 1, 11, 1
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_get_tile, 14, 55, 5
3rdparty/openjpeg/openjp2/jp2.c, opj_jp2_create, 5, 31, 3
3rdparty/openjpeg/openjp2/mqc.c, opj_mqc_bypass_flush_enc, 11, 20, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_set_info_handler, 1, 12, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_set_warning_handler, 1, 12, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_set_error_handler, 1, 12, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_create_decompress, 7, 155, 3
3rdparty/openjpeg/openjp2/openjpeg.c, opj_setup_decoder, 3, 17, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_read_header, 3, 19, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_set_decoded_components, 3, 25, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_decode, 3, 17, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_set_decode_area, 2, 20, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_read_tile_header, 5, 28, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_decode_tile_data, 4, 23, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_get_decoded_tile, 3, 20, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_set_decoded_resolution_factor, 1, 12, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_create_compress, 7, 88, 3
3rdparty/openjpeg/openjp2/openjpeg.c, opj_setup_encoder, 4, 15, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_encoder_set_extra_options, 2, 14, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_start_compress, 3, 16, 1
3rdparty/openjpeg/openjp2/openjpeg.c, opj_encode, 3, 13, 1
