File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
Bio/bgzf,BgzfReader.__init__,7,28,12
Bio/bgzf,BgzfReader._load_block,9,34,13
Bio/bgzf,BgzfReader.tell,2,11,9
Bio/bgzf,BgzfReader.seek,5,25,16
Bio/bgzf,BgzfReader.read,5,27,22
Bio/bgzf,BgzfReader.readline,5,26,21
Bio/bgzf,BgzfReader.__next__,2,8,2
Bio/bgzf,BgzfWriter.__init__,6,21,12
Bio/bgzf,BgzfWriter._write_block,4,28,18
Bio/bgzf,BgzfWriter.write,4,15,12
Bio/bgzf,BgzfWriter.flush,2,10,5
Bio/bgzf,BgzfWriter.close,2,7,1
Bio/Seq,SequenceDataAbstractBaseClass.__init__,1,4,2
Bio/Seq,SequenceDataAbstractBaseClass.__eq__,1,3,1
Bio/Seq,SequenceDataAbstractBaseClass.__lt__,1,3,2
Bio/Seq,SequenceDataAbstractBaseClass.__le__,1,3,2
Bio/Seq,SequenceDataAbstractBaseClass.__gt__,1,3,2
Bio/Seq,SequenceDataAbstractBaseClass.__ge__,1,3,2
Bio/Seq,SequenceDataAbstractBaseClass.__add__,3,6,3
Bio/Seq,SequenceDataAbstractBaseClass.__radd__,1,3,1
Bio/Seq,SequenceDataAbstractBaseClass.__mul__,1,3,3
Bio/Seq,SequenceDataAbstractBaseClass.split,1,4,2
Bio/Seq,SequenceDataAbstractBaseClass.rsplit,1,4,2
Bio/Seq,SequenceDataAbstractBaseClass.defined_ranges,2,9,3
Bio/Seq,_SeqAbstractBaseClass.__repr__,6,25,17
Bio/Seq,_SeqAbstractBaseClass.__eq__,3,8,5
Bio/Seq,_SeqAbstractBaseClass.__lt__,3,8,8
Bio/Seq,_SeqAbstractBaseClass.__le__,3,8,8
Bio/Seq,_SeqAbstractBaseClass.__gt__,3,8,8
Bio/Seq,_SeqAbstractBaseClass.__ge__,3,8,8
Bio/Seq,_SeqAbstractBaseClass.__getitem__,2,5,1
Bio/Seq,_SeqAbstractBaseClass.__add__,3,8,4
Bio/Seq,_SeqAbstractBaseClass.__radd__,2,6,2
Bio/Seq,_SeqAbstractBaseClass.__mul__,2,8,2
Bio/Seq,_SeqAbstractBaseClass.__rmul__,2,8,2
Bio/Seq,_SeqAbstractBaseClass.__imul__,2,8,2
Bio/Seq,_SeqAbstractBaseClass.count,5,16,6
Bio/Seq,_SeqAbstractBaseClass.count_overlap,7,24,11
Bio/Seq,_SeqAbstractBaseClass.__contains__,3,9,3
Bio/Seq,_SeqAbstractBaseClass.find,4,14,5
Bio/Seq,_SeqAbstractBaseClass.rfind,4,14,5
Bio/Seq,_SeqAbstractBaseClass.index,5,16,6
Bio/Seq,_SeqAbstractBaseClass.rindex,5,16,6
Bio/Seq,_SeqAbstractBaseClass.startswith,4,12,3
Bio/Seq,_SeqAbstractBaseClass.endswith,4,12,3
Bio/Seq,_SeqAbstractBaseClass.split,3,9,4
Bio/Seq,_SeqAbstractBaseClass.rsplit,3,9,4
Bio/Seq,_SeqAbstractBaseClass.strip,7,20,6
Bio/Seq,_SeqAbstractBaseClass.lstrip,7,20,6
Bio/Seq,_SeqAbstractBaseClass.rstrip,7,20,6
Bio/Seq,_SeqAbstractBaseClass.upper,3,11,3
Bio/Seq,_SeqAbstractBaseClass.lower,3,11,3
Bio/Seq,_SeqAbstractBaseClass.translate,4,17,7
