File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
3rdparty/ittnotify/src/ittnotify/ittnotify_config.h, __TBB_machine_fetchadd4, 0, 9, 2
3rdparty/ittnotify/src/ittnotify/ittnotify_config.h, __itt_interlocked_increment, 0, 4, 6
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_report_error, 1, 12, 5
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_fsplit, 17, 48, 47
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_get_groups, 10, 40, 22
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_lib_version, 3, 10, 5
3rdparty/ittnotify/src/ittnotify/ittnotify_static.c, __itt_nullify_all_pointers, 1, 6, 1
3rdparty/ittnotify/src/ittnotify/jitprofiling.c, iJIT_IsProfilingActive, 1, 8, 6
3rdparty/ittnotify/src/ittnotify/jitprofiling.c, iJIT_GetNewMethodID, 1, 7, 5
3rdparty/openjpeg/openjp2/bio.c, opj_bio_byteout, 2, 10, 20
3rdparty/openjpeg/openjp2/bio.c, opj_bio_bytein, 2, 10, 19
3rdparty/openjpeg/openjp2/bio.c, opj_bio_putbit, 1, 9, 10
3rdparty/openjpeg/openjp2/bio.c, opj_bio_getbit, 1, 9, 12
3rdparty/openjpeg/openjp2/bio.c, opj_bio_destroy, 1, 6, 6
3rdparty/openjpeg/openjp2/bio.c, opj_bio_numbytes, 0, 4, 4
3rdparty/openjpeg/openjp2/bio.c, opj_bio_init_enc, 0, 8, 11
3rdparty/openjpeg/openjp2/bio.c, opj_bio_init_dec, 0, 8, 10
3rdparty/openjpeg/openjp2/bio.c, opj_bio_write, 2, 8, 8
3rdparty/openjpeg/openjp2/bio.c, opj_bio_read, 1, 14, 5
3rdparty/openjpeg/openjp2/bio.c, opj_bio_flush, 3, 12, 11
3rdparty/openjpeg/openjp2/bio.c, opj_bio_inalign, 2, 10, 13
3rdparty/openjpeg/openjp2/cio.c, opj_write_bytes_BE, 1, 8, 10
3rdparty/openjpeg/openjp2/cio.c, opj_write_bytes_LE, 2, 10, 13
3rdparty/openjpeg/openjp2/cio.c, opj_read_bytes_BE, 1, 8, 11
3rdparty/openjpeg/openjp2/cio.c, opj_read_bytes_LE, 2, 11, 14
3rdparty/openjpeg/openjp2/cio.c, opj_write_double_BE, 0, 5, 2
3rdparty/openjpeg/openjp2/cio.c, opj_write_double_LE, 1, 9, 13
3rdparty/openjpeg/openjp2/cio.c, opj_read_double_BE, 0, 5, 2
3rdparty/openjpeg/openjp2/cio.c, opj_read_double_LE, 1, 8, 13
3rdparty/openjpeg/openjp2/cio.c, opj_write_float_BE, 0, 5, 2
3rdparty/openjpeg/openjp2/cio.c, opj_write_float_LE, 1, 9, 13
3rdparty/openjpeg/openjp2/cio.c, opj_read_float_BE, 0, 5, 2
3rdparty/openjpeg/openjp2/cio.c, opj_read_float_LE, 1, 8, 13
3rdparty/openjpeg/openjp2/cio.c, opj_stream_create, 3, 30, 30
3rdparty/openjpeg/openjp2/cio.c, opj_stream_destroy, 2, 12, 14
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_read_function, 2, 9, 12
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_seek_function, 1, 9, 8
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_write_function, 2, 9, 12
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_skip_function, 1, 9, 8
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_user_data, 1, 10, 9
3rdparty/openjpeg/openjp2/cio.c, opj_stream_set_user_data_length, 1, 9, 8
3rdparty/openjpeg/openjp2/cio.c, opj_stream_read_data, 12, 81, 88
