Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
NearSpansOrdered.isPayloadAvailable( );1;1;3
NearSpansOrdered.toSameDoc( );5;8;24
NearSpansOrdered.start( );1;0;1
NearSpansOrdered.next( );4;3;14
NearSpansOrdered.doc( );1;0;1
NearSpansOrdered.getPayload( );1;0;3
NearSpansOrdered.stretchToOrder( );6;7;16
***not in a method***;0;3;0
NearSpansOrdered.end( );1;0;1
NearSpansOrdered.shrinkToAfterShortestMatch( );13;18;61
NearSpansOrdered.skipTo( int target );7;5;21
NearSpansOrdered.advanceAfterOrdered( );6;3;8
NearSpansOrdered.toString( );3;4;4
NearSpansOrdered.NearSpansOrdered( SpanNearQuery spanNearQuery , IndexReader reader );3;3;16
NearSpansOrdered.compare( Object o1 , Object o2 );1;1;3
NearSpansOrdered.docSpansOrdered( Spans spans1 , Spans spans2 );2;4;6
NearSpansOrdered.docSpansOrdered( int start1 , int end1 , int start2 , int end2 );2;3;3
