Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
AbstractTextSerializer.getTransformerHandler( );1;0;3
NamespaceAsAttributes.clearMappings( );1;0;5
AbstractTextSerializer.getValidity( );1;0;3
NamespaceAsAttributes.endPrefixMapping( String prefix );4;2;14
AbstractTextSerializer.contextualize( Context context );2;1;6
NamespaceAsAttributes.endDocument( );1;0;6
AbstractTextSerializer.recycle( );2;1;6
AbstractTextSerializer.getTransformerFactory( );1;0;3
NamespaceAsAttributes.startPrefixMapping( String prefix , String uri );4;4;14
NamespaceAsAttributes.endElement( String eltUri , String eltLocalName , String eltQName );4;5;6
AbstractTextSerializer.setConsumer( XMLConsumer consumer );2;1;8
AbstractTextSerializer.needsNamespacesAsAttributes( );3;3;27
AbstractTextSerializer.setContentHandler( ContentHandler handler );2;1;8
AbstractTextSerializer.configure( Configuration conf );17;12;78
NamespaceAsAttributes.startElement( String eltUri , String eltLocalName , String eltQName , Attributes attrs );15;16;45
NamespaceAsAttributes.startDocument( );1;0;6
AbstractTextSerializer.getKey( );1;0;3
AbstractTextSerializer.setLexicalHandler( LexicalHandler handler );2;1;8
